priority,tier,name,category,village,phone,website,budget,authority,need,timeline,sources
"70","WARM","Vantage Advertising","advertising","","(671) 969-5791","vantageguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Thrive Media Group","advertising/media","","(671) 683-9031","thrivemediaguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Promotions Specialties","promotional products","","(671) 649-3117","promoguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Graphic Center, Inc.","print/media","","(671) 472-3072","gciguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Amazing Kids Child Development Center","childcare","","(671) 472-2271","akcdc.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Sylvan Learning Center","education/tutoring","","(671) 477-0700","sylvanlearning.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Hyatt Regency Guam","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Oceana A: Pacific Islands Club","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Wyndham Garden Guam","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Guam Polyclinic","clinic","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Holiday Tower Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Pacific Star Resort & Spa","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Tumon Bay Capital Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Pia Resort","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Guam Reef Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Ocanview Hotel & Residence","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Crowne Plaza Resort Guam","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Holiday Resort & Spa Guam","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Grand Plaza Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Triple J Motors Acura/Honda","car","","(671) 648-6141","http://www.triplejguam.com","Med","Owner","Low","TBD","osm"
"70","WARM","Oceana B Tower: Pacific Islands Club","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Royal Tower: Pacific Islands Club","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Consulate General of Japan","diplomatic","Tamuning","(671) 646-1290","http://www.hagatna.us.emb-japan.go.jp/index.htm#contentstop","Med","Owner","Low","TBD","osm"
"70","WARM","Guam Airport Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Pacific Bay Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","PIC","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Isand Dental","dentist","","","","High","Owner","High","TBD","osm"
"70","WARM","Cold Stone Creamery","ice cream","","(671) 647-4800","","Low","Owner","Med","TBD","osm"
"70","WARM","Crown Bakery","bakery","","(671) 734-4862","https://crownbakeryguam.com/","Med","Owner","Low","TBD","osm"
"70","WARM","Guam Chamber of Commerce","government","","(671) 472-6311","https://guamchamber.com.gu/","Med","Owner","Low","TBD","osm"
"70","WARM","The Cliff Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Mongmong Mayor's Office","government","","(671) 477-6758","","Med","Gov","Med","TBD","osm"
"70","WARM","WellTech Telecommunications, LLC","telecommunication","Tamuning","(671) 632-6688","https://www.welltechguam.com","Med","Owner","Low","TBD","osm"
"70","WARM","Wise Owl","veterinary","","","","High","Owner","High","TBD","osm"
"70","WARM","Guam Museum","attraction","","(671) 989-4455","https://www.guammuseum.org/","Med","Owner","Low","TBD","osm"
"70","WARM","Crowns Guam","shoes","Hagåtña","(671) 488-5327","https://crownsguam.com/","Med","Owner","Low","TBD","osm"
"70","WARM","Next Generation Info Integrators","it","Hagåtña","(671) 689-5432","https://www.nextgensys.com","Med","Owner","Low","TBD","osm"
"70","WARM","Roger J. Kaneshiro Orthodontics","dentist","","","","High","Owner","High","TBD","osm"
"70","WARM","BME & Sons INC.","company","","(671) 632-3338","https://bmeandsons.com/","Med","Owner","Low","TBD","osm"
"70","WARM","Nicdao Chiropractic","alternative","Tamuning","(671) 472-2225","https://www.chiroguam.com","Med","Owner","Low","TBD","osm"
"70","WARM","Navy Getway Inns & Suites","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Oka Towers","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Wise Owl Animal Hospital","veterinary","","","","High","Owner","High","TBD","osm"
"70","WARM","The Doctors Clinic","clinic","","","","High","Owner","High","TBD","osm"
"70","WARM","Pacific Islands Club: Royal Tower","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Pacific Islands Club: Oceana Tower II","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Guam Marriott Resort & Spa","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Sherwood Resort Guam","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Onward Tower","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Garden Villa Hotel","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Days Inn by Wyndham Guam Tamuning","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Hotel Tano","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Tumon Bay Capitol Hotel","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Onward Talofofo Golf Resort","golf course","","","","High","Owner","High","TBD","osm"
"70","WARM","The Westin Resort Guam","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Palmridge Inn","hotel","","","","High","Owner","High","TBD","osm"
"70","WARM","Kalingal Clinic","doctors","","","","High","Owner","High","TBD","osm"
"70","WARM","Guam Reef Hotel: Beach Tower","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"70","WARM","Guam Reef Hotel: Infinity Tower","hotel","Tamuning","","","High","Owner","High","TBD","osm"
"63","WARM","Leo Palace","hotel","","","","High","Chain","High","TBD","osm"
"60","WARM","Guam Brewery Taphouse","brewery / bar","Tamuning","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"60","WARM","Jamaican Grill Restaurant","restaurant","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it.+osm"
"60","WARM","Cafe Gudcha","cafe","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"60","WARM","Tasi Grill","restaurant","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"60","WARM","Tapioca Cafe","cafe","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"60","WARM","Food Classic Restaurant","restaurant","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"60","WARM","Pika's Cafe","restaurant / cafe","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it.+osm"
"60","WARM","Thai Smoothie and Grill","restaurant","","","","Med","Owner","High","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"60","WARM","Old Town (Upper Tumon)","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","LA Korean BBQ and Tofu","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Oriental Restaurant","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Buga Restaurant","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Maru","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Chamorro Island BBQ","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Chamorro Chip Cafe","cafe","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Meskla Chamoru Fusion Bistro","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Marianas Trench","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Lieng's Restaurant","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Stonefish Grill","restaurant","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Cafe Rocona","cafe","Tumon","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","The Kracked Egg","restaurant","Tumon","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","JG Coffee Shop","coffee shop","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","J Nail","nail salon","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","New York Nails","nail salon","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Savvy Nails & PediSpa","nail salon","Dededo","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Angela Nail & Lash Salon","nail salon","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Mirage Nail Salon","nail salon","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","United Tire & Lube","auto repair","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Auto Worx","auto repair","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","One Stop Auto Care and Tire Outlet","auto repair","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Comfort Auto Air Conditioning","auto repair","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Guam Cool-Air","auto repair","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Guam Royal Spa","day spa","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Dream Spa & Massage","massage/spa","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Paradise Fitness","gym","Dededo","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Paradise Fitness","gym","Tamuning","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Eye Care Guam","optical / eye care","Tamuning","","","High","Owner","Med","TBD","Yelp (yelp.com)"
"60","WARM","Velani Jewelry","jewelry","Tamuning","","","High","Owner","Med","TBD","Yelp (yelp.com)"
"60","WARM","The Laundry Solutions","laundry / dry cleaning","Dededo","","","Med","Owner","High","TBD","Yelp (yelp.com)"
"60","WARM","Northern Region Community Health Center","clinic","","","https://dphss.guam.gov/","High","Owner","Med","TBD","osm"
"60","WARM","Department Of Public Health And Social Services","government","Inarajan","","","High","Gov","High","TBD","osm"
"60","WARM","Ruby Tuesday","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","King’s Restaurant","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Lone Star Steakhouse","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Cost-U-Less Harmon","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","TGI Fridays","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Jeff's Pirates Cove","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Citi Bank","bank","","","","High","Owner","Med","TBD","osm"
"60","WARM","Bank of Guam","bank","","","","High","Owner","Med","TBD","osm"
"60","WARM","Julale Shopping Center","bank","Hagatna","","","High","Owner","Med","TBD","osm"
"60","WARM","Meskla Chamoru Fusion Bistro","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Bamboo Vietnamese Resto","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Santa Fe","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Molly Mcgee's","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Guam Plaza Hotel","hotel","Tamuning","","https://www.guamplaza.com/","High","Owner","Med","TBD","osm"
"60","WARM","Nana's Cafe","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Proa","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Planet Hllowood","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","AK Toyota Service","car repair","","","","Med","Owner","High","TBD","osm"
"60","WARM","Atkins Kroll GM Service","car repair","","","","Med","Owner","High","TBD","osm"
"60","WARM","Atkins Kroll Auto Body Shop","car repair","","","","Med","Owner","High","TBD","osm"
"60","WARM","Meskla Dos","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Nissan Service Department","car repair","","","","Med","Owner","High","TBD","osm"
"60","WARM","Cafe Terrace Plaza","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Cinnabon","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","HOT","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Tony Roma's","restaurant","Tumon","","","Med","Owner","High","TBD","osm"
"60","WARM","Vince","jewelry","","","","High","Owner","Med","TBD","osm"
"60","WARM","Asian BISTRO","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","ル・プルミエ","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","嵯峨野","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","キャラベル","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Food court","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Ono Sushi","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Kitchen ARIGATO","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","American Jewelry","jewelry","","","","High","Owner","Med","TBD","osm"
"60","WARM","Korean Place","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Hawai Grill","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","New China Gate","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Yammy House","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Sushi Rock","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Calvi House","restaurant","Tumon","","","Med","Owner","High","TBD","osm"
"60","WARM","Capricciosa","restaurant","Tumon","","","Med","Owner","High","TBD","osm"
"60","WARM","ハーゲンダッツ","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","GUAM TOURIST CLINIC CORPORATION","clinic","","","http://www.tourist-clinic.com/","High","Owner","Med","TBD","osm"
"60","WARM","Grill an Curry","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Zanzi Mart","convenience","Tiyan Barrigada","(671) 929-2326","https://www.zanzimart.com","Low","Owner","Low","TBD","osm"
"60","WARM","Bangkok Cafe","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Bank of Guam","bank","Merizo","","","High","Owner","Med","TBD","osm"
"60","WARM","Onedera Store","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","JJ RESIDENCE","motel","","","","High","Owner","Med","TBD","osm"
"60","WARM","USO","cafe","Tumon","","","Med","Owner","High","TBD","osm"
"60","WARM","HIDE Yakitori","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Tacos Sinaloa","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Mac & Marti","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Pay-Less Supermarket","supermarket","Yigo","","","High","Owner","Med","TBD","osm"
"60","WARM","Kento's Guam","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Avenue Steak & Lobster","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Beachin' Shirimp","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","JOINUS Restaurant Keyaki","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Core BBQ Garden & Bar","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Manhattan Steakhouse","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Thapanee Thai Cuisine","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Vitamin World","pharmacy","","","","High","Owner","Med","TBD","osm"
"60","WARM","Simply Food","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Khaohom Thai Restaurant","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Sunset Grill","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Table 35 Restaurant + Bar","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Ajo-Ichi","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Tokyo Mart Express","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Dr. Kabob","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","The Curry Kebab","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Port Of Mocha","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","The Beach Bar & Grill","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Auto Parts","car parts","","","","Med","Owner","High","TBD","osm"
"60","WARM","Infusion Tea","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Honolulu Coffee Co.","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Boka Box","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Vons Chicken Agana","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Calvo's Insurance","car","","","","High","Owner","Med","TBD","osm"
"60","WARM","Cup's & Saucer Bakery Cafe","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Java Junction Coffee Shop","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Hokkaido Ramen","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Fizz & Co","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Gabriel's House of Pasta","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Tea District","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Uncle Sim's Ramen","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Misoya Ramen","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","BVLGARI","jewelry","","","","High","Owner","Med","TBD","osm"
"60","WARM","Kate Spade New York","clothes","","","","Med","Owner","High","TBD","osm"
"60","WARM","Jamaican bar B Q Grill","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Spanish Convent","attraction","","","","Med","Owner","High","TBD","osm"
"60","WARM","Spanish Church ruins","attraction","","","","Med","Owner","High","TBD","osm"
"60","WARM","Spanish bridge","attraction","","","","Med","Owner","High","TBD","osm"
"60","WARM","Pochon Chicken","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Patisserie PariSco","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","First Commercial Bank","bank","","","","High","Owner","Med","TBD","osm"
"60","WARM","Eat Street Grill","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Beachin' Shirmp","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","JACOB GEUST HOUSE","hostel","","","","High","Owner","Med","TBD","osm"
"60","WARM","Sugar Hut Express Spa","massage","","","","Med","Owner","High","TBD","osm"
"60","WARM","反邸","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","富家","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Fusion Tavern","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Von's Chicken","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Gecko Grill Bowling Lanes","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Coral Reef Gym","fitness centre","","","","Med","Owner","High","TBD","osm"
"60","WARM","Korean","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Tokyo Mart","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","California Mart","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Little Caesars","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Sushirock","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Sea grill","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Drop","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Exit","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Coco Palm Garden Beach","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Blended Cafe","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","American Grocery","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","First Hawaiian Bank","bank","","","","High","Owner","Med","TBD","osm"
"60","WARM","Chuan Fu","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Green Door","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Sakura KITCHEN","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Pieology Pizzeria","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Cafe ‘n Play","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Guahan Insurance Services","insurance","","","","High","Owner","Med","TBD","osm"
"60","WARM","Nail Luxe mani & pedi bar","cosmetics","","","","Med","Owner","High","TBD","osm"
"60","WARM","Siesta Coffee","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Hafa Adai Motel","motel","","","","High","Owner","Med","TBD","osm"
"60","WARM","Pfc Insurance","insurance","","","","High","Owner","Med","TBD","osm"
"60","WARM","Infusion Coffee & Cafe","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Papa John's","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Arashi Bowl","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Spizy Chinese & Vietnamese Restaurant","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Savvy Nails & Pedi Spa","beauty","","","","Med","Owner","High","TBD","osm"
"60","WARM","Community First","bank","","","","High","Owner","Med","TBD","osm"
"60","WARM","Thai Thai","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Up Town","pub","","","","Med","Owner","High","TBD","osm"
"60","WARM","ACE auto","car parts","","","","Med","Owner","High","TBD","osm"
"60","WARM","Spring Chinese Kitchen","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Hoa Mai Vietnamese Restaurant","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Rollie Hair Dresser","hairdresser","","","","Med","Owner","High","TBD","osm"
"60","WARM","Winchell's","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","I'm Into Something Good","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Realty One Pacific","estate agent","","","","High","Owner","Med","TBD","osm"
"60","WARM","Guam Insurance Adjusters, Inc.","insurance","","","","High","Owner","Med","TBD","osm"
"60","WARM","La Bijou Beauty & Hair Salon","beauty","Tumon","","","Med","Owner","High","TBD","osm"
"60","WARM","The Tsubaki Tower","hotel","","","https://tsubakitower.premierhotel-group.com/guam/","High","Owner","Med","TBD","osm"
"60","WARM","JG Cafe","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Chili's","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Guam Brewery Tap House","bar","","","","Med","Owner","High","TBD","osm"
"60","WARM","Bamboo Willies (Temporarily Closed)","restaurant","Yigo","","","Med","Owner","High","TBD","osm"
"60","WARM","Harmon","hairdresser","Tamuning","","","Med","Owner","High","TBD","osm"
"60","WARM","YY Mini Mart","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Bello Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Anderson BX Food Court","food court","","","","Med","Owner","High","TBD","osm"
"60","WARM","Popeyes","fast food","","","","Med","Owner","High","TBD","osm"
"60","WARM","Camp Blaz Marine Corps Fitness Center","fitness centre","","","","Med","Owner","High","TBD","osm"
"60","WARM","Clubhouse Cafe","cafe","","","","Med","Owner","High","TBD","osm"
"60","WARM","Ben N' Yan's","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Tumon Golf Driving Range","golf course","Tamuning","","","High","Owner","Med","TBD","osm"
"60","WARM","Starts","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Orte Point Commissary","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Oka Pay-Less Supermarket","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Country Club of the Pacific","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Admiral Nimitz Golf Course","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Onward Mangilao Golf Club","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","New Yes Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Fairo Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Hibiscus Course","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Bougainvillea Course","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Plumera Course","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Orchid Course","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Alupang Beach Tower","hotel","Tamuning","","https://www.abtower.com/","High","Owner","Med","TBD","osm"
"60","WARM","Bank of Hawaii","bank","","","","High","Owner","Med","TBD","osm"
"60","WARM","Alpha Insurers","insurance","","","","High","Owner","Med","TBD","osm"
"60","WARM","Caliente Mexican Taqueria","restaurant","Hagåtña","","","Med","Owner","High","TBD","osm"
"60","WARM","Tamuning Plaza Hotel","hotel","Tamuning","","http://www.guamhotel.com/","High","Owner","Med","TBD","osm"
"60","WARM","Latte Heights Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Sun Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","G Mart","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Hafa Adai Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Yigo Island Pantry Store","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Bang's Market","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","Gayinero Mart","supermarket","","","","High","Owner","Med","TBD","osm"
"60","WARM","IHOP","restaurant","Tamuning","","","Med","Owner","High","TBD","osm"
"60","WARM","Fishermen's Co-Op","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Talofofo Gym","fitness centre","","","","Med","Owner","High","TBD","osm"
"60","WARM","Windward Hilld Gold Course","golf course","","","","High","Owner","Med","TBD","osm"
"60","WARM","Naval Base Guam Autoport","fuel","","","","Med","Owner","High","TBD","osm"
"60","WARM","IHOP","restaurant","","","","Med","Owner","High","TBD","osm"
"60","WARM","Applebee's","restaurant","","","","Med","Owner","High","TBD","osm"
